1, 20000000, 2, 1.08, 1.01, 0.05
1, 20000000, 2, 1.02, 1.00, 0.01
1, 20000000, 2, 1.07, 1.03, 0.03
1, 40000000, 2, 2.17, 2.04, 0.12
1, 40000000, 2, 2.03, 2.01, 0.02
1, 40000000, 2, 2.06, 2.04, 0.01
1, 80000000, 2, 4.25, 4.04, 0.20
1, 80000000, 2, 4.24, 4.08, 0.15
1, 80000000, 2, 4.25, 4.09, 0.14
1, 160000000, 2, 8.59, 8.19, 0.40
1, 160000000, 2, 41.05, 39.86, 1.16
1, 160000000, 2, 42.50, 41.34, 1.13
1, 20000000, 4, 13.71, 10.91, 2.78
1, 20000000, 4, 13.27, 10.63, 2.63
1, 20000000, 4, 13.21, 10.78, 2.21
1, 40000000, 4, 26.77, 20.97, 5.78
1, 40000000, 4, 27.22, 21.63, 5.57
1, 40000000, 4, 28.78, 22.14, 6.60
1, 80000000, 4, 53.97, 42.74, 11.20
1, 80000000, 4, 54.76, 43.49, 11.21
1, 80000000, 4, 54.73, 43.46, 11.23
1, 160000000, 4, 108.98, 85.56, 23.36
1, 160000000, 4, 110.04, 85.23, 24.54
1, 160000000, 4, 109.74, 86.16, 23.51
1, 20000000, 8, 41.00, 23.79, 17.17
1, 20000000, 8, 39.47, 23.39, 16.05
1, 20000000, 8, 40.01, 23.16, 16.82
1, 40000000, 8, 83.00, 47.88, 35.07
1, 40000000, 8, 79.22, 47.20, 31.75
1, 40000000, 8, 82.77, 49.31, 33.39
1, 80000000, 8, 165.50, 95.13, 70.06
1, 80000000, 8, 169.47, 96.00, 73.34
1, 80000000, 8, 166.78, 93.82, 72.86
1, 160000000, 8, 340.00, 188.68, 150.88
1, 160000000, 8, 333.73, 187.51, 144.27
1, 160000000, 8, 339.26, 191.37, 146.68
1, 20000000, 16, 136.95, 58.45, 78.18
1, 20000000, 16, 135.28, 57.60, 77.38
1, 20000000, 16, 130.73, 57.23, 73.39
1, 40000000, 16, 279.00, 119.96, 158.58
1, 40000000, 16, 277.00, 116.75, 159.44
1, 40000000, 16, 265.96, 114.54, 151.20
1, 80000000, 16, 580.03, 243.56, 335.64
1, 80000000, 16, 575.74, 242.25, 332.75
1, 80000000, 16, 560.74, 233.54, 326.38
1, 160000000, 16, 1103.24, 456.68, 645.18
1, 160000000, 16, 1122.75, 466.97, 654.64
1, 160000000, 16, 1129.76, 468.47, 659.66
